,ID,Predicted Price
259,1720,165000
260,1721,142500
261,1722,159000
262,1723,159000
263,1724,195400
264,1725,239500
265,1726,201000
266,1727,179200
267,1728,193000
268,1729,197900
269,1730,169000
270,1731,130250
271,1732,132500
272,1733,135000
273,1734,116050
274,1735,130500
275,1736,139000
276,1737,181500
277,1738,290000
278,1739,147400
279,1740,208900
280,1741,176000
281,1742,176000
282,1743,148800
283,1744,294000
284,1745,162500
285,1746,187000
286,1747,197500
287,1748,250000
288,1749,143000
289,1750,135000
290,1751,205000
291,1752,132000
292,1753,140000
293,1754,205000
294,1755,148000
295,1756,180500
296,1757,109008
297,1758,155000
298,1759,139000
299,1760,155000
300,1761,142000
301,1762,196500
302,1763,167000
303,1764,131000
304,1765,82000
305,1766,226000
306,1767,205000
307,1768,135000
308,1769,159000
309,1770,135000
310,1771,140000
311,1772,165500
312,1773,135000
313,1774,147000
314,1775,128900
315,1776,128900
316,1777,119000
317,1778,128900
318,1779,144500
319,1780,115000
320,1781,149900
321,1782,107900
322,1783,109000
323,1784,125500
324,1785,86000
325,1786,103000
326,1787,109000
327,1788,82500
328,1789,110000
329,1790,109000
330,1791,200000
331,1792,139950
332,1793,82500
333,1794,142000
334,1795,142000
335,1796,167000
336,1797,112000
337,1798,141000
338,1799,119000
339,1800,127000
340,1801,132500
341,1802,114500
342,1803,135000
343,1804,135960
344,1805,142000
345,1806,135000
346,1807,124500
347,1808,117000
348,1809,135000
349,1810,155000
350,1811,61000
351,1812,112000
352,1813,161000
353,1814,116050
354,1815,98300
355,1816,116000
356,1817,125500
357,1818,149000
358,1819,155000
359,1820,68400
360,1821,82500
361,1822,135000
362,1823,35311
363,1824,100000
364,1825,153575
365,1826,120000
366,1827,119000
367,1828,117000
368,1829,141500
369,1830,147000
370,1831,140000
371,1832,129000
372,1833,125500
373,1834,110000
374,1835,267000
375,1836,115000
376,1837,123000
377,1838,140000
378,1839,101800
379,1840,179000
380,1841,135960
381,1842,96500
382,1843,148000
383,1844,134900
384,1845,135000
385,1846,149500
386,1847,211000
387,1848,84000
388,1849,98300
389,1850,128900
390,1851,140000
391,1852,141000
392,1853,131000
393,1854,176000
394,1855,193000
395,1856,239500
396,1857,97000
397,1858,142953
398,1859,118858
399,1860,153337
400,1861,118858
401,1862,309000
402,1863,309000
403,1864,309000
404,1865,446261
405,1866,377500
406,1867,213000
407,1868,297000
408,1869,192000
409,1870,213000
410,1871,297000
411,1872,195000
412,1873,211000
413,1874,145000
414,1875,187100
415,1876,208500
416,1877,208500
417,1878,213000
418,1879,156000
419,1880,143000
420,1881,227000
421,1882,222500
422,1883,184900
423,1884,185900
424,1885,183900
425,1886,297000
426,1887,213000
427,1888,208500
428,1889,178000
429,1890,150000
430,1891,164000
431,1892,113000
432,1893,139000
433,1894,119000
434,1895,119000
435,1896,119000
436,1897,127000
437,1898,140000
438,1899,189950
439,1900,234000
440,1901,135000
441,1902,145000
442,1903,133900
443,1904,154000
444,1905,195000
445,1906,82000
446,1907,217000
447,1908,124000
448,1909,124000
449,1910,124000
450,1911,272000
451,1912,244000
452,1913,234000
453,1914,73000
454,1915,392500
455,1916,81000
456,1917,305900
457,1918,134500
458,1919,171500
459,1920,140000
460,1921,315500
461,1922,320000
462,1923,272000
463,1924,176000
464,1925,202900
465,1926,320000
466,1927,135000
467,1928,148000
468,1929,134900
469,1930,145000
470,1931,142500
471,1932,173000
472,1933,161000
473,1934,172400
474,1935,178000
475,1936,192000
476,1937,174000
477,1938,183200
478,1939,275000
479,1940,213500
480,1941,188000
481,1942,183900
482,1943,213500
483,1944,377426
484,1945,377500
485,1946,137500
486,1947,385000
487,1948,165500
488,1949,262280
489,1950,178000
490,1951,240000
491,1952,167900
492,1953,140000
493,1954,210000
494,1955,165000
495,1956,228000
496,1957,174000
497,1958,183900
498,1959,136000
499,1960,140000
500,1961,147000
501,1962,85400
502,1963,85400
503,1964,85400
504,1965,148500
505,1966,148500
506,1967,372402
507,1968,360000
508,1969,274000
509,1970,412500
510,1971,415298
511,1972,412500
512,1973,335000
513,1974,354000
514,1975,745000
515,1976,256300
516,1977,354000
517,1978,354000
518,1979,318061
519,1980,267000
520,1981,318061
521,1982,254000
522,1983,254000
523,1984,175500
524,1985,213490
525,1986,178740
526,1987,159895
527,1988,183500
528,1989,178000
529,1990,222500
530,1991,202665
531,1992,172400
532,1993,184900
533,1994,236000
534,1995,178000
535,1996,265000
536,1997,248000
537,1998,348000
538,1999,290000
539,2000,290000
540,2001,228000
541,2002,232000
542,2003,245000
543,2004,248328
544,2005,184900
545,2006,208300
546,2007,249700
547,2008,229456
548,2009,239500
549,2010,179600
550,2011,159000
551,2012,178000
552,2013,239500
553,2014,201000
554,2015,272000
555,2016,189000
556,2017,201000
557,2018,128200
558,2019,135000
559,2020,131500
560,2021,139000
561,2022,162500
562,2023,131000
563,2024,290000
564,2025,410000
565,2026,196000
566,2027,144152
567,2028,144152
568,2029,179400
569,2030,226000
570,2031,226000
571,2032,250580
572,2033,216000
573,2034,197000
574,2035,186500
575,2036,179400
576,2037,144500
577,2038,335000
578,2039,324000
579,2040,162500
580,2041,161000
581,2042,205950
582,2043,173000
583,2044,175500
584,2045,196500
585,2046,144500
586,2047,135000
587,2048,135000
588,2049,142600
589,2050,176000
590,2051,106500
591,2052,140000
592,2053,134500
593,2054,167500
594,2055,82500
595,2056,162000
596,2057,139000
597,2058,226000
598,2059,135000
599,2060,135000
600,2061,149500
601,2062,128900
602,2063,119000
603,2064,109008
604,2065,108480
605,2066,272000
606,2067,52000
607,2068,136500
608,2069,84000
609,2070,117000
610,2071,234000
611,2072,117000
612,2073,149900
613,2074,122900
614,2075,101800
615,2076,132000
616,2077,141000
617,2078,119500
618,2079,143000
619,2080,105500
620,2081,135000
621,2082,141000
622,2083,135000
623,2084,135000
624,2085,155000
625,2086,115000
626,2087,120000
627,2088,104900
628,2089,100000
629,2090,164000
630,2091,107500
631,2092,124000
632,2093,166000
633,2094,120000
634,2095,160000
635,2096,100000
636,2097,128000
637,2098,148000
638,2099,107900
639,2100,52000
640,2101,106000
641,2102,129900
642,2103,117000
643,2104,73000
644,2105,157000
645,2106,124000
646,2107,147000
647,2108,115000
648,2109,109000
649,2110,134000
650,2111,95000
651,2112,117000
652,2113,117000
653,2114,167500
654,2115,159000
655,2116,141500
656,2117,132000
657,2118,113000
658,2119,109500
659,2120,104900
660,2121,183900
661,2122,120000
662,2123,98300
663,2124,131000
664,2125,103600
665,2126,145000
666,2127,93000
667,2128,234000
668,2129,118500
669,2130,125500
670,2131,114500
671,2132,110000
672,2133,125500
673,2134,125500
674,2135,187000
675,2136,100000
676,2137,135000
677,2138,134500
678,2139,142500
679,2140,132500
680,2141,148000
681,2142,155000
682,2143,134900
683,2144,108959
684,2145,135000
685,2146,180000
686,2147,121500
687,2148,150000
688,2149,171000
689,2150,192000
690,2151,135000
691,2152,167000
692,2153,155000
693,2154,135960
694,2155,98600
695,2156,267000
696,2157,220000
697,2158,239500
698,2159,215000
699,2160,156932
700,2161,245350
701,2162,233230
702,2163,395192
703,2164,187100
704,2165,268000
705,2166,123600
706,2167,203000
707,2168,204750
708,2169,185900
709,2170,122900
710,2171,213000
711,2172,149900
712,2173,188000
713,2174,208500
714,2175,261500
715,2176,297000
716,2177,224900
717,2178,213000
718,2179,155900
719,2180,135960
720,2181,206000
721,2182,245350
722,2183,192000
723,2184,140000
724,2185,115000
725,2186,167000
726,2187,142500
727,2188,155000
728,2189,237500
729,2190,126000
730,2191,109900
731,2192,73000
732,2193,108000
733,2194,112000
734,2195,110000
735,2196,110000
736,2197,135000
737,2198,120000
738,2199,133900
739,2200,234000
740,2201,139000
741,2202,200100
742,2203,140000
743,2204,135000
744,2205,135000
745,2206,166000
746,2207,359100
747,2208,226000
748,2209,223000
749,2210,124000
750,2211,127000
751,2212,125500
752,2213,125500
753,2214,82500
754,2215,120500
755,2216,125500
756,2217,92900
757,2218,102776
758,2219,96500
759,2220,102776
760,2221,392500
761,2222,275000
762,2223,187100
763,2224,210000
764,2225,98300
765,2226,213000
766,2227,187500
767,2228,283463
768,2229,293077
769,2230,202900
770,2231,248900
771,2232,175000
772,2233,176000
773,2234,204000
774,2235,204000
775,2236,201000
776,2237,312500
777,2238,206300
778,2239,95000
779,2240,153500
780,2241,79900
781,2242,129900
782,2243,83500
783,2244,86000
784,2245,91000
785,2246,141000
786,2247,75000
787,2248,145000
788,2249,135000
789,2250,135000
790,2251,122000
791,2252,176000
792,2253,184100
793,2254,163900
794,2255,172400
795,2256,183500
796,2257,192000
797,2258,165600
798,2259,172400
799,2260,118858
800,2261,213500
801,2262,236500
802,2263,377426
803,2264,501837
804,2265,121500
805,2266,377426
806,2267,377426
807,2268,325000
808,2269,140000
809,2270,178000
810,2271,215000
811,2272,228000
812,2273,179600
813,2274,176000
814,2275,155000
815,2276,197500
816,2277,197500
817,2278,123000
818,2279,144000
819,2280,83000
820,2281,181000
821,2282,187100
822,2283,85400
823,2284,85400
824,2285,148500
825,2286,135000
826,2287,395192
827,2288,255500
828,2289,440000
829,2290,402861
830,2291,412500
831,2292,277500
832,2293,426000
833,2294,440000
834,2295,402861
835,2296,233170
836,2297,582933
837,2298,318000
838,2299,440000
839,2300,354000
840,2301,325624
841,2302,214000
842,2303,214000
843,2304,233170
844,2305,202665
845,2306,185850
846,2307,185850
847,2308,209500
848,2309,319900
849,2310,254000
850,2311,171750
851,2312,184900
852,2313,178900
853,2314,178900
854,2315,179540
855,2316,156932
856,2317,272000
857,2318,176485
858,2319,176485
859,2320,176485
860,2321,213490
861,2322,159895
862,2323,187100
863,2324,184100
864,2325,176485
865,2326,216500
866,2327,222500
867,2328,236000
868,2329,172400
869,2330,172400
870,2331,348000
871,2332,350000
872,2333,348000
873,2334,248000
874,2335,290000
875,2336,348000
876,2337,244600
877,2338,244600
878,2339,253000
879,2340,311872
880,2341,184900
881,2342,232000
882,2343,253000
883,2344,253000
884,2345,253000
885,2346,208300
886,2347,232600
887,2348,227875
888,2349,192500
889,2350,182000
890,2351,370878
891,2352,249700
892,2353,263000
893,2354,147000
894,2355,178000
895,2356,142500
896,2357,201000
897,2358,187100
898,2359,120000
899,2360,129000
900,2361,140000
901,2362,162500
902,2363,143900
903,2364,142500
904,2365,226000
905,2366,186500
906,2367,186500
907,2368,208900
908,2369,199900
909,2370,179400
910,2371,177500
911,2372,215000
912,2373,271000
913,2374,233230
914,2375,245500
915,2376,181500
916,2377,324000
917,2378,219500
918,2379,235000
919,2380,134500
920,2381,197900
921,2382,178000
922,2383,197900
923,2384,227000
924,2385,157000
925,2386,136500
926,2387,140000
927,2388,101800
928,2389,139900
929,2390,219500
930,2391,142000
931,2392,119500
932,2393,219500
933,2394,140000
934,2395,226000
935,2396,156000
936,2397,240000
937,2398,119000
938,2399,39300
939,2400,122900
940,2401,167500
941,2402,140000
942,2403,135000
943,2404,148000
944,2405,120000
945,2406,135000
946,2407,126500
947,2408,150000
948,2409,98600
949,2410,181900
950,2411,141000
951,2412,157900
952,2413,128900
953,2414,161000
954,2415,119000
955,2416,135000
956,2417,128200
957,2418,130000
958,2419,119000
959,2420,119000
960,2421,149900
961,2422,120000
962,2423,125500
963,2424,128500
964,2425,225000
965,2426,121500
966,2427,117000
967,2428,205000
968,2429,142000
969,2430,155000
970,2431,120000
971,2432,112500
972,2433,140000
973,2434,112500
974,2435,112500
975,2436,109900
976,2437,109500
977,2438,123000
978,2439,105900
979,2440,119000
980,2441,102000
981,2442,100000
982,2443,119000
983,2444,120000
984,2445,207500
985,2446,143000
986,2447,205000
987,2448,234000
988,2449,140000
989,2450,135000
990,2451,115000
991,2452,128000
992,2453,98300
993,2454,107500
994,2455,79500
995,2456,95000
996,2457,219500
997,2458,139950
998,2459,132000
999,2460,140000
1000,2461,140000
1001,2462,117000
1002,2463,141000
1003,2464,210000
1004,2465,145000
1005,2466,207500
1006,2467,140000
1007,2468,95000
1008,2469,126000
1009,2470,163900
1010,2471,161000
1011,2472,110000
1012,2473,84500
1013,2474,82500
1014,2475,149500
1015,2476,119900
1016,2477,135960
1017,2478,148000
1018,2479,135000
1019,2480,148000
1020,2481,155000
1021,2482,183900
1022,2483,143000
1023,2484,140000
1024,2485,154000
1025,2486,154000
1026,2487,121500
1027,2488,135000
1028,2489,135000
1029,2490,135000
1030,2491,109900
1031,2492,192000
1032,2493,155000
1033,2494,121500
1034,2495,160000
1035,2496,192000
1036,2497,135000
1037,2498,135000
1038,2499,84000
1039,2500,161000
1040,2501,135000
1041,2502,135000
1042,2503,82500
1043,2504,213000
1044,2505,219500
1045,2506,279500
1046,2507,221500
1047,2508,279500
1048,2509,230000
1049,2510,192000
1050,2511,178000
1051,2512,185900
1052,2513,236000
1053,2514,260000
1054,2515,156000
1055,2516,204750
1056,2517,187100
1057,2518,152000
1058,2519,224900
1059,2520,224900
1060,2521,208500
1061,2522,208500
1062,2523,140000
1063,2524,149900
1064,2525,149900
1065,2526,143500
1066,2527,130250
1067,2528,112500
1068,2529,185000
1069,2530,150750
1070,2531,203000
1071,2532,185900
1072,2533,195000
1073,2534,193000
1074,2535,230000
1075,2536,267000
1076,2537,275000
1077,2538,173900
1078,2539,179600
1079,2540,163990
1080,2541,185900
1081,2542,195000
1082,2543,148000
1083,2544,140000
1084,2545,143000
1085,2546,140000
1086,2547,132500
1087,2548,144000
1088,2549,165400
1089,2550,151500
1090,2551,140000
1091,2552,147000
1092,2553,97000
1093,2554,119000
1094,2555,79500
1095,2556,119000
1096,2557,135000
1097,2558,126000
1098,2559,149000
1099,2560,135000
1100,2561,165000
1101,2562,219500
1102,2563,149000
1103,2564,191000
1104,2565,98300
1105,2566,378500
1106,2567,119900
1107,2568,156000
1108,2569,219500
1109,2570,124000
1110,2571,187100
1111,2572,124000
1112,2573,217500
1113,2574,745000
1114,2575,125500
1115,2576,67000
1116,2577,118858
1117,2578,100000
1118,2579,72500
1119,2580,68400
1120,2581,68400
1121,2582,68400
1122,2583,392500
1123,2584,165500
1124,2585,185000
1125,2586,240000
1126,2587,188000
1127,2588,193000
1128,2589,148000
1129,2590,202900
1130,2591,193500
1131,2592,248900
1132,2593,184900
1133,2594,202900
1134,2595,204000
1135,2596,262280
1136,2597,204000
1137,2598,214900
1138,2599,325000
1139,2600,98300
1140,2601,183900
1141,2602,75000
1142,2603,91000
1143,2604,83500
1144,2605,75000
1145,2606,165500
1146,2607,178000
1147,2608,157900
1148,2609,188000
1149,2610,156000
1150,2611,216500
1151,2612,156000
1152,2613,140000
1153,2614,156000
1154,2615,206000
1155,2616,140000
1156,2617,175500
1157,2618,160000
1158,2619,179900
1159,2620,183200
1160,2621,174000
1161,2622,178000
1162,2623,239900
1163,2624,239900
1164,2625,275000
1165,2626,165600
1166,2627,213500
1167,2628,377426
1168,2629,438780
1169,2630,377426
1170,2631,501837
1171,2632,377426
1172,2633,377426
1173,2634,361919
1174,2635,183900
1175,2636,185000
1176,2637,175500
1177,2638,263435
1178,2639,163900
1179,2640,149900
1180,2641,115000
1181,2642,187100
1182,2643,106000
1183,2644,106000
1184,2645,85400
1185,2646,85400
1186,2647,85400
1187,2648,143750
1188,2649,140000
1189,2650,148500
1190,2651,148500
1191,2652,325624
1192,2653,256300
1193,2654,318000
1194,2655,277500
1195,2656,281000
1196,2657,395192
1197,2658,182000
1198,2659,325300
1199,2660,325624
1200,2661,318000
1201,2662,277500
1202,2663,214000
1203,2664,319900
1204,2665,318000
1205,2666,318061
1206,2667,178900
1207,2668,178900
1208,2669,176485
1209,2670,219210
1210,2671,176485
1211,2672,246578
1212,2673,160200
1213,2674,178740
1214,2675,167240
1215,2676,183500
1216,2677,172400
1217,2678,183900
1218,2679,262280
1219,2680,348000
1220,2681,350000
1221,2682,410000
1222,2683,625000
1223,2684,315750
1224,2685,341000
1225,2686,287090
1226,2687,184900
1227,2688,244600
1228,2689,208300
1229,2690,339750
1230,2691,216000
1231,2692,141000
1232,2693,176485
1233,2694,158000
1234,2695,189000
1235,2696,239500
1236,2697,189000
1237,2698,55000
1238,2699,153900
1239,2700,153900
1240,2701,159000
1241,2702,138500
1242,2703,126000
1243,2704,135000
1244,2705,187000
1245,2706,138500
1246,2707,138500
1247,2708,149350
1248,2709,136500
1249,2710,128500
1250,2711,171000
1251,2712,341000
1252,2713,176000
1253,2714,147400
1254,2715,148800
1255,2716,148800
1256,2717,226000
1257,2718,340000
1258,2719,131500
1259,2720,179900
1260,2721,140000
1261,2722,155000
1262,2723,155000
1263,2724,134500
1264,2725,135000
1265,2726,135500
1266,2727,157000
1267,2728,156000
1268,2729,140000
1269,2730,135000
1270,2731,119000
1271,2732,141000
1272,2733,129900
1273,2734,115000
1274,2735,135000
1275,2736,139000
1276,2737,132000
1277,2738,135000
1278,2739,135000
1279,2740,140000
1280,2741,179900
1281,2742,155000
1282,2743,153000
1283,2744,135000
1284,2745,135000
1285,2746,145000
1286,2747,140000
1287,2748,123000
1288,2749,141000
1289,2750,140000
1290,2751,145000
1291,2752,228000
1292,2753,180500
1293,2754,119900
1294,2755,135000
1295,2756,64500
1296,2757,73000
1297,2758,107900
1298,2759,161000
1299,2760,135000
1300,2761,145000
1301,2762,126500
1302,2763,180000
1303,2764,109900
1304,2765,244000
1305,2766,60000
1306,2767,90000
1307,2768,141000
1308,2769,141000
1309,2770,139000
1310,2771,134500
1311,2772,135960
1312,2773,255900
1313,2774,119000
1314,2775,110000
1315,2776,119000
1316,2777,107500
1317,2778,140000
1318,2779,135000
1319,2780,83000
1320,2781,85000
1321,2782,124500
1322,2783,113000
1323,2784,131500
1324,2785,135000
1325,2786,86000
1326,2787,125500
1327,2788,108500
1328,2789,164000
1329,2790,116900
1330,2791,152000
1331,2792,121000
1332,2793,60000
1333,2794,108000
1334,2795,117000
1335,2796,100000
1336,2797,192140
1337,2798,87000
1338,2799,183900
1339,2800,86000
1340,2801,125000
1341,2802,144000
1342,2803,136905
1343,2804,109900
1344,2805,106500
1345,2806,91000
1346,2807,260000
1347,2808,135000
1348,2809,148000
1349,2810,132500
1350,2811,172500
1351,2812,142500
1352,2813,142600
1353,2814,136500
1354,2815,121500
1355,2816,165000
1356,2817,155000
1357,2818,148000
1358,2819,211000
1359,2820,145000
1360,2821,137900
1361,2822,150000
1362,2823,320000
1363,2824,207500
1364,2825,130500
1365,2826,119000
1366,2827,135000
1367,2828,225000
1368,2829,193000
1369,2830,173900
1370,2831,192000
1371,2832,203000
1372,2833,203000
1373,2834,155835
1374,2835,203000
1375,2836,183000
1376,2837,187500
1377,2838,145000
1378,2839,197500
1379,2840,183000
1380,2841,185900
1381,2842,226000
1382,2843,149900
1383,2844,178000
1384,2845,135000
1385,2846,185900
1386,2847,224900
1387,2848,235000
1388,2849,195000
1389,2850,226000
1390,2851,195000
1391,2852,208500
1392,2853,274300
1393,2854,149300
1394,2855,208500
1395,2856,239799
1396,2857,183000
1397,2858,195400
1398,2859,143000
1399,2860,127500
1400,2861,135000
1401,2862,165400
1402,2863,184900
1403,2864,262280
1404,2865,140000
1405,2866,130000
1406,2867,108000
1407,2868,126000
1408,2869,126000
1409,2870,150000
1410,2871,102000
1411,2872,79900
1412,2873,114504
1413,2874,112000
1414,2875,119900
1415,2876,230000
1416,2877,135000
1417,2878,191000
1418,2879,136500
1419,2880,102000
1420,2881,157900
1421,2882,220000
1422,2883,149000
1423,2884,171000
1424,2885,178000
1425,2886,226000
1426,2887,126000
1427,2888,125500
1428,2889,86000
1429,2890,119500
1430,2891,125500
1431,2892,34900
1432,2893,68400
1433,2894,81000
1434,2895,276000
1435,2896,275000
1436,2897,167900
1437,2898,171000
1438,2899,178000
1439,2900,169900
1440,2901,118858
1441,2902,164000
1442,2903,369900
1443,2904,395192
1444,2905,105000
1445,2906,135960
1446,2907,83500
1447,2908,156000
1448,2909,171000
1449,2910,92000
1450,2911,83500
1451,2912,160000
1452,2913,101800
1453,2914,75000
1454,2915,75000
1455,2916,101800
1456,2917,135000
1457,2918,148000
1458,2919,188000
